peak_name,text,text_list,peak_loc,text_set,target
Tashly-Burun,Tashly-Burun's rocky cliffs and panoramic vistas make it a popular spot for photographers and nature enthusiasts alike.,"['Tashly', ""Burun's"", 'rocky', 'cliffs', 'and', 'panoramic', 'vistas', 'make', 'it', 'a', 'popular', 'spot', 'for', 'photographers', 'and', 'nature', 'enthusiasts', 'alike', '.']","(0, 12)","[('Tashly', 0), (""Burun's"", 7), ('rocky', 15), ('cliffs', 21), ('and', 28), ('panoramic', 32), ('vistas', 42), ('make', 49), ('it', 54), ('a', 57), ('popular', 59), ('spot', 67), ('for', 72), ('photographers', 76), ('and', 90), ('nature', 94), ('enthusiasts', 101), ('alike', 113), ('.', 118)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Balaban-Kyr,Balaban-Kyr's towering peaks and deep valleys create a dramatic landscape that captivates the hearts of all who venture there.,"['Balaban', ""Kyr's"", 'towering', 'peaks', 'and', 'deep', 'valleys', 'create', 'a', 'dramatic', 'landscape', 'that', 'captivates', 'the', 'hearts', 'of', 'all', 'who', 'venture', 'there', '.']","(0, 11)","[('Balaban', 0), (""Kyr's"", 8), ('towering', 14), ('peaks', 23), ('and', 29), ('deep', 33), ('valleys', 38), ('create', 46), ('a', 49), ('dramatic', 55), ('landscape', 64), ('that', 74), ('captivates', 79), ('the', 90), ('hearts', 94), ('of', 101), ('all', 104), ('who', 108), ('venture', 112), ('there', 120), ('.', 125)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Belyi Kamen,Belyi Kamen's mystical aura and ancient legends surrounding its formation make it a site of intrigue and fascination for explorers.,"['Belyi', ""Kamen's"", 'mystical', 'aura', 'and', 'ancient', 'legends', 'surrounding', 'its', 'formation', 'make', 'it', 'a', 'site', 'of', 'intrigue', 'and', 'fascination', 'for', 'explorers', '.']","(0, 11)","[('Belyi', 0), (""Kamen's"", 6), ('mystical', 14), ('aura', 23), ('and', 28), ('ancient', 32), ('legends', 40), ('surrounding', 48), ('its', 60), ('formation', 64), ('make', 74), ('it', 79), ('a', 82), ('site', 84), ('of', 89), ('intrigue', 92), ('and', 101), ('fascination', 105), ('for', 117), ('explorers', 121), ('.', 130)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vonzhgelmska,Vonzhgelmska's remote location and untouched wilderness provide a sanctuary for wildlife and a haven for intrepid adventurers.,"[""Vonzhgelmska's"", 'remote', 'location', 'and', 'untouched', 'wilderness', 'provide', 'a', 'sanctuary', 'for', 'wildlife', 'and', 'a', 'haven', 'for', 'intrepid', 'adventurers', '.']","(0, 12)","[(""Vonzhgelmska's"", 0), ('remote', 15), ('location', 22), ('and', 31), ('untouched', 35), ('wilderness', 45), ('provide', 56), ('a', 64), ('sanctuary', 66), ('for', 76), ('wildlife', 80), ('and', 89), ('a', 89), ('haven', 95), ('for', 101), ('intrepid', 105), ('adventurers', 114), ('.', 125)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Zolotnyky,Zolotnyky's golden sunsets and shimmering lakes create a magical atmosphere that enchants visitors and leaves lasting memories.,"[""Zolotnyky's"", 'golden', 'sunsets', 'and', 'shimmering', 'lakes', 'create', 'a', 'magical', 'atmosphere', 'that', 'enchants', 'visitors', 'and', 'leaves', 'lasting', 'memories', '.']","(0, 9)","[(""Zolotnyky's"", 0), ('golden', 12), ('sunsets', 19), ('and', 27), ('shimmering', 31), ('lakes', 42), ('create', 48), ('a', 51), ('magical', 57), ('atmosphere', 65), ('that', 76), ('enchants', 81), ('visitors', 90), ('and', 99), ('leaves', 103), ('lasting', 110), ('memories', 118), ('.', 126)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Shvedova,Shvedova is a majestic peak that offers breathtaking views of the surrounding valleys and forests.,"['Shvedova', 'is', 'a', 'majestic', 'peak', 'that', 'offers', 'breathtaking', 'views', 'of', 'the', 'surrounding', 'valleys', 'and', 'forests', '.']","(0, 8)","[('Shvedova', 0), ('is', 9), ('a', 12), ('majestic', 14), ('peak', 23), ('that', 28), ('offers', 33), ('breathtaking', 40), ('views', 53), ('of', 59), ('the', 62), ('surrounding', 66), ('valleys', 78), ('and', 86), ('forests', 90), ('.', 97)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kobanysta,"Kobanysta stands tall and proud, its rugged slopes challenging even the most experienced climbers.","['Kobanysta', 'stands', 'tall', 'and', 'proud', ',', 'its', 'rugged', 'slopes', 'challenging', 'even', 'the', 'most', 'experienced', 'climbers', '.']","(0, 9)","[('Kobanysta', 0), ('stands', 10), ('tall', 17), ('and', 22), ('proud', 26), (',', 31), ('its', 33), ('rugged', 37), ('slopes', 44), ('challenging', 51), ('even', 63), ('the', 68), ('most', 72), ('experienced', 77), ('climbers', 89), ('.', 97)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vorvolyntsi,"Vorvolyntsi is a hidden gem, tucked away in the midst of lush greenery and tranquil streams.","['Vorvolyntsi', 'is', 'a', 'hidden', 'gem', ',', 'tucked', 'away', 'in', 'the', 'midst', 'of', 'lush', 'greenery', 'and', 'tranquil', 'streams', '.']","(0, 11)","[('Vorvolyntsi', 0), ('is', 12), ('a', 15), ('hidden', 17), ('gem', 24), (',', 27), ('tucked', 29), ('away', 36), ('in', 41), ('the', 44), ('midst', 48), ('of', 54), ('lush', 57), ('greenery', 62), ('and', 71), ('tranquil', 75), ('streams', 84), ('.', 91)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Melnychyna Skhidna,"Melnychyna Skhidna boasts impressive rock formations and cascading waterfalls, making it a photographer's paradise.","['Melnychyna', 'Skhidna', 'boasts', 'impressive', 'rock', 'formations', 'and', 'cascading', 'waterfalls', ',', 'making', 'it', 'a', ""photographer's"", 'paradise', '.']","(0, 18)","[('Melnychyna', 0), ('Skhidna', 11), ('boasts', 19), ('impressive', 26), ('rock', 37), ('formations', 42), ('and', 53), ('cascading', 57), ('waterfalls', 67), (',', 77), ('making', 79), ('it', 86), ('a', 89), (""photographer's"", 91), ('paradise', 106), ('.', 114)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Brysha,"Brysha is a hiker's dream, with its gentle trails and panoramic vistas that stretch as far as the eye can see.","['Brysha', 'is', 'a', ""hiker's"", 'dream', ',', 'with', 'its', 'gentle', 'trails', 'and', 'panoramic', 'vistas', 'that', 'stretch', 'as', 'far', 'as', 'the', 'eye', 'can', 'see', '.']","(0, 6)","[('Brysha', 0), ('is', 7), ('a', 10), (""hiker's"", 12), ('dream', 20), (',', 25), ('with', 27), ('its', 32), ('gentle', 36), ('trails', 43), ('and', 50), ('panoramic', 54), ('vistas', 64), ('that', 71), ('stretch', 76), ('as', 84), ('far', 87), ('as', 91), ('the', 94), ('eye', 98), ('can', 102), ('see', 106), ('.', 109)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Chrmany-Ustu,"Chrmany-Ustu is a mountaineer's playground, with its challenging routes and exhilarating climbs.","['Chrmany', 'Ustu', 'is', 'a', ""mountaineer's"", 'playground', ',', 'with', 'its', 'challenging', 'routes', 'and', 'exhilarating', 'climbs', '.']","(0, 12)","[('Chrmany', 0), ('Ustu', 8), ('is', 13), ('a', 16), (""mountaineer's"", 18), ('playground', 32), (',', 42), ('with', 44), ('its', 49), ('challenging', 53), ('routes', 65), ('and', 72), ('exhilarating', 76), ('climbs', 89), ('.', 95)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ivanova,"Ivanova offers a serene escape from the hustle and bustle of city life, with its peaceful meadows and fresh mountain air.","['Ivanova', 'offers', 'a', 'serene', 'escape', 'from', 'the', 'hustle', 'and', 'bustle', 'of', 'city', 'life', ',', 'with', 'its', 'peaceful', 'meadows', 'and', 'fresh', 'mountain', 'air', '.']","(0, 7)","[('Ivanova', 0), ('offers', 8), ('a', 15), ('serene', 17), ('escape', 24), ('from', 31), ('the', 36), ('hustle', 40), ('and', 47), ('bustle', 51), ('of', 58), ('city', 61), ('life', 66), (',', 70), ('with', 72), ('its', 77), ('peaceful', 81), ('meadows', 90), ('and', 98), ('fresh', 102), ('mountain', 108), ('air', 117), ('.', 120)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Artyshly-Burun,Artyshly-Burun commands attention with its towering cliffs and awe-inspiring presence.,"['Artyshly', 'Burun', 'commands', 'attention', 'with', 'its', 'towering', 'cliffs', 'and', 'awe', 'inspiring', 'presence', '.']","(0, 14)","[('Artyshly', 0), ('Burun', 9), ('commands', 15), ('attention', 24), ('with', 34), ('its', 39), ('towering', 43), ('cliffs', 52), ('and', 59), ('awe', 63), ('inspiring', 67), ('presence', 77), ('.', 85)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kutur-Oba,"Kutur-Oba is a haven for wildlife enthusiasts, with its diverse flora and fauna thriving in its protected slopes.","['Kutur', 'Oba', 'is', 'a', 'haven', 'for', 'wildlife', 'enthusiasts', ',', 'with', 'its', 'diverse', 'flora', 'and', 'fauna', 'thriving', 'in', 'its', 'protected', 'slopes', '.']","(0, 9)","[('Kutur', 0), ('Oba', 6), ('is', 10), ('a', 13), ('haven', 15), ('for', 21), ('wildlife', 25), ('enthusiasts', 34), (',', 45), ('with', 47), ('its', 52), ('diverse', 56), ('flora', 64), ('and', 70), ('fauna', 74), ('thriving', 80), ('in', 85), ('its', 92), ('protected', 96), ('slopes', 106), ('.', 112)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mahva,Mahva's mystical aura and enchanting landscapes make it a favorite destination for nature lovers.,"[""Mahva's"", 'mystical', 'aura', 'and', 'enchanting', 'landscapes', 'make', 'it', 'a', 'favorite', 'destination', 'for', 'nature', 'lovers', '.']","(0, 5)","[(""Mahva's"", 0), ('mystical', 8), ('aura', 17), ('and', 22), ('enchanting', 26), ('landscapes', 37), ('make', 48), ('it', 53), ('a', 56), ('favorite', 58), ('destination', 67), ('for', 79), ('nature', 83), ('lovers', 90), ('.', 96)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vyshneva,Vyshneva's rolling hills and vibrant wildflowers create a picturesque setting for outdoor adventures.,"[""Vyshneva's"", 'rolling', 'hills', 'and', 'vibrant', 'wildflowers', 'create', 'a', 'picturesque', 'setting', 'for', 'outdoor', 'adventures', '.']","(0, 8)","[(""Vyshneva's"", 0), ('rolling', 11), ('hills', 19), ('and', 25), ('vibrant', 29), ('wildflowers', 37), ('create', 49), ('a', 52), ('picturesque', 58), ('setting', 70), ('for', 78), ('outdoor', 82), ('adventures', 90), ('.', 100)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ivanivka,Ivanivka's tranquil atmosphere and panoramic views make it an ideal spot for meditation and relaxation.,"[""Ivanivka's"", 'tranquil', 'atmosphere', 'and', 'panoramic', 'views', 'make', 'it', 'an', 'ideal', 'spot', 'for', 'meditation', 'and', 'relaxation', '.']","(0, 8)","[(""Ivanivka's"", 0), ('tranquil', 11), ('atmosphere', 20), ('and', 31), ('panoramic', 35), ('views', 45), ('make', 51), ('it', 56), ('an', 59), ('ideal', 62), ('spot', 68), ('for', 73), ('meditation', 77), ('and', 88), ('relaxation', 92), ('.', 102)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Yaniv,Yaniv's jagged peaks and deep valleys offer an adrenaline-fueled experience for thrill-seeking adventurers.,"[""Yaniv's"", 'jagged', 'peaks', 'and', 'deep', 'valleys', 'offer', 'an', 'adrenaline', 'fueled', 'experience', 'for', 'thrill', 'seeking', 'adventurers', '.']","(0, 5)","[(""Yaniv's"", 0), ('jagged', 8), ('peaks', 15), ('and', 21), ('deep', 25), ('valleys', 30), ('offer', 38), ('an', 44), ('adrenaline', 47), ('fueled', 58), ('experience', 65), ('for', 76), ('thrill', 80), ('seeking', 87), ('adventurers', 95), ('.', 106)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Proshova,Proshova's untouched beauty and remote location make it a perfect retreat for those seeking solitude.,"[""Proshova's"", 'untouched', 'beauty', 'and', 'remote', 'location', 'make', 'it', 'a', 'perfect', 'retreat', 'for', 'those', 'seeking', 'solitude', '.']","(0, 8)","[(""Proshova's"", 0), ('untouched', 11), ('beauty', 21), ('and', 28), ('remote', 32), ('location', 39), ('make', 48), ('it', 53), ('a', 56), ('perfect', 58), ('retreat', 66), ('for', 74), ('those', 78), ('seeking', 84), ('solitude', 92), ('.', 100)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hermakivka,Hermakivka's rocky slopes and challenging terrain attract avid mountaineers from far and wide.,"[""Hermakivka's"", 'rocky', 'slopes', 'and', 'challenging', 'terrain', 'attract', 'avid', 'mountaineers', 'from', 'far', 'and', 'wide', '.']","(0, 10)","[(""Hermakivka's"", 0), ('rocky', 13), ('slopes', 19), ('and', 26), ('challenging', 30), ('terrain', 42), ('attract', 50), ('avid', 58), ('mountaineers', 63), ('from', 76), ('far', 81), ('and', 85), ('wide', 89), ('.', 93)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Pidberyzyna,Pidberyzyna's pristine alpine lakes and lush meadows create a scenic landscape straight out of a fairy tale.,"[""Pidberyzyna's"", 'pristine', 'alpine', 'lakes', 'and', 'lush', 'meadows', 'create', 'a', 'scenic', 'landscape', 'straight', 'out', 'of', 'a', 'fairy', 'tale', '.']","(0, 11)","[(""Pidberyzyna's"", 0), ('pristine', 14), ('alpine', 23), ('lakes', 30), ('and', 36), ('lush', 40), ('meadows', 45), ('create', 53), ('a', 56), ('scenic', 62), ('landscape', 69), ('straight', 79), ('out', 88), ('of', 92), ('a', 95), ('fairy', 97), ('tale', 103), ('.', 107)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dembova Hora,Dembova Hora's ancient forests and rich biodiversity provide a haven for nature enthusiasts.,"['Dembova', ""Hora's"", 'ancient', 'forests', 'and', 'rich', 'biodiversity', 'provide', 'a', 'haven', 'for', 'nature', 'enthusiasts', '.']","(0, 12)","[('Dembova', 0), (""Hora's"", 8), ('ancient', 15), ('forests', 23), ('and', 31), ('rich', 35), ('biodiversity', 40), ('provide', 53), ('a', 61), ('haven', 63), ('for', 69), ('nature', 73), ('enthusiasts', 80), ('.', 91)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Luka,Luka's rugged cliffs and steep gorges offer a thrilling playground for rock climbers and adrenaline junkies.,"[""Luka's"", 'rugged', 'cliffs', 'and', 'steep', 'gorges', 'offer', 'a', 'thrilling', 'playground', 'for', 'rock', 'climbers', 'and', 'adrenaline', 'junkies', '.']","(0, 4)","[(""Luka's"", 0), ('rugged', 7), ('cliffs', 14), ('and', 21), ('steep', 25), ('gorges', 31), ('offer', 38), ('a', 44), ('thrilling', 46), ('playground', 56), ('for', 67), ('rock', 71), ('climbers', 76), ('and', 85), ('adrenaline', 89), ('junkies', 100), ('.', 107)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Valihura,Valihura's snow-capped peaks and sparkling glaciers make it a paradise for winter sports enthusiasts.,"[""Valihura's"", 'snow', 'capped', 'peaks', 'and', 'sparkling', 'glaciers', 'make', 'it', 'a', 'paradise', 'for', 'winter', 'sports', 'enthusiasts', '.']","(0, 8)","[(""Valihura's"", 0), ('snow', 11), ('capped', 16), ('peaks', 23), ('and', 29), ('sparkling', 33), ('glaciers', 43), ('make', 52), ('it', 57), ('a', 60), ('paradise', 62), ('for', 71), ('winter', 75), ('sports', 82), ('enthusiasts', 89), ('.', 100)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Zareka,Zareka's dramatic ridgelines and breathtaking sunsets make it a favorite spot for photographers and nature lovers alike.,"[""Zareka's"", 'dramatic', 'ridgelines', 'and', 'breathtaking', 'sunsets', 'make', 'it', 'a', 'favorite', 'spot', 'for', 'photographers', 'and', 'nature', 'lovers', 'alike', '.']","(0, 6)","[(""Zareka's"", 0), ('dramatic', 9), ('ridgelines', 18), ('and', 29), ('breathtaking', 33), ('sunsets', 46), ('make', 54), ('it', 59), ('a', 62), ('favorite', 64), ('spot', 73), ('for', 78), ('photographers', 82), ('and', 96), ('nature', 100), ('lovers', 107), ('alike', 114), ('.', 119)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Karachel,Karachel is a majestic peak that offers breathtaking views of the surrounding valleys and forests.,"['Karachel', 'is', 'a', 'majestic', 'peak', 'that', 'offers', 'breathtaking', 'views', 'of', 'the', 'surrounding', 'valleys', 'and', 'forests', '.']","(0, 8)","[('Karachel', 0), ('is', 9), ('a', 12), ('majestic', 14), ('peak', 23), ('that', 28), ('offers', 33), ('breathtaking', 40), ('views', 53), ('of', 59), ('the', 62), ('surrounding', 66), ('valleys', 78), ('and', 86), ('forests', 90), ('.', 97)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Skalturashy,"Skalturashy stands tall with its rugged terrain and snow-capped peaks, attracting adventurous hikers and mountaineers.","['Skalturashy', 'stands', 'tall', 'with', 'its', 'rugged', 'terrain', 'and', 'snow', 'capped', 'peaks', ',', 'attracting', 'adventurous', 'hikers', 'and', 'mountaineers', '.']","(0, 11)","[('Skalturashy', 0), ('stands', 12), ('tall', 19), ('with', 24), ('its', 29), ('rugged', 33), ('terrain', 40), ('and', 48), ('snow', 52), ('capped', 57), ('peaks', 64), (',', 69), ('attracting', 71), ('adventurous', 82), ('hikers', 94), ('and', 101), ('mountaineers', 105), ('.', 117)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ostriv,"Ostriv is a hidden gem nestled amidst the rolling hills, providing a serene and tranquil setting for nature enthusiasts.","['Ostriv', 'is', 'a', 'hidden', 'gem', 'nestled', 'amidst', 'the', 'rolling', 'hills', ',', 'providing', 'a', 'serene', 'and', 'tranquil', 'setting', 'for', 'nature', 'enthusiasts', '.']","(0, 6)","[('Ostriv', 0), ('is', 7), ('a', 10), ('hidden', 12), ('gem', 19), ('nestled', 23), ('amidst', 31), ('the', 38), ('rolling', 42), ('hills', 50), (',', 55), ('providing', 57), ('a', 67), ('serene', 69), ('and', 76), ('tranquil', 80), ('setting', 89), ('for', 97), ('nature', 101), ('enthusiasts', 108), ('.', 119)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Merlava,"Merlava is renowned for its challenging hiking trails and rocky cliffs, making it a favorite destination for thrill-seekers.","['Merlava', 'is', 'renowned', 'for', 'its', 'challenging', 'hiking', 'trails', 'and', 'rocky', 'cliffs', ',', 'making', 'it', 'a', 'favorite', 'destination', 'for', 'thrill', 'seekers', '.']","(0, 7)","[('Merlava', 0), ('is', 8), ('renowned', 11), ('for', 20), ('its', 24), ('challenging', 28), ('hiking', 40), ('trails', 47), ('and', 54), ('rocky', 58), ('cliffs', 64), (',', 70), ('making', 72), ('it', 79), ('a', 82), ('favorite', 84), ('destination', 93), ('for', 105), ('thrill', 109), ('seekers', 116), ('.', 123)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dyvocha,"Dyvocha offers a picturesque landscape with its lush green meadows and cascading waterfalls, perfect for nature lovers.","['Dyvocha', 'offers', 'a', 'picturesque', 'landscape', 'with', 'its', 'lush', 'green', 'meadows', 'and', 'cascading', 'waterfalls', ',', 'perfect', 'for', 'nature', 'lovers', '.']","(0, 7)","[('Dyvocha', 0), ('offers', 8), ('a', 15), ('picturesque', 17), ('landscape', 29), ('with', 39), ('its', 44), ('lush', 48), ('green', 53), ('meadows', 59), ('and', 67), ('cascading', 71), ('waterfalls', 81), (',', 91), ('perfect', 93), ('for', 101), ('nature', 105), ('lovers', 112), ('.', 118)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Probizhna,"Probizhna boasts panoramic views of the surrounding countryside, making it an ideal spot for photographers and nature enthusiasts.","['Probizhna', 'boasts', 'panoramic', 'views', 'of', 'the', 'surrounding', 'countryside', ',', 'making', 'it', 'an', 'ideal', 'spot', 'for', 'photographers', 'and', 'nature', 'enthusiasts', '.']","(0, 9)","[('Probizhna', 0), ('boasts', 10), ('panoramic', 17), ('views', 27), ('of', 33), ('the', 36), ('surrounding', 40), ('countryside', 52), (',', 63), ('making', 65), ('it', 72), ('an', 75), ('ideal', 78), ('spot', 84), ('for', 89), ('photographers', 93), ('and', 107), ('nature', 111), ('enthusiasts', 118), ('.', 129)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vinohrad,"Vinohrad is a paradise for wine lovers, as its slopes are covered with vineyards that produce exquisite local wines.","['Vinohrad', 'is', 'a', 'paradise', 'for', 'wine', 'lovers', ',', 'as', 'its', 'slopes', 'are', 'covered', 'with', 'vineyards', 'that', 'produce', 'exquisite', 'local', 'wines', '.']","(0, 8)","[('Vinohrad', 0), ('is', 9), ('a', 12), ('paradise', 14), ('for', 23), ('wine', 27), ('lovers', 32), (',', 38), ('as', 40), ('its', 43), ('slopes', 47), ('are', 54), ('covered', 58), ('with', 66), ('vineyards', 71), ('that', 81), ('produce', 86), ('exquisite', 94), ('local', 104), ('wines', 110), ('.', 115)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
